,Post_Content,Date,Comments_Shares,All_Responses,Brand
0,,,,,asda
1,,,,,asda
2,,,,,asda
3,,,,,asda
4,,,,,asda
5,,,,,asda
6,,,,,asda
7,"Today is Local Charities Day – recognising the great work charities do in the local community. Our stores' community champions across the country support hundreds of charities and good causes every day – giving their time and arranging financial support through our charitable arm the Asda Foundation.
Here are colleagues from our Beeston store in Leeds presenting cheques to South Leeds Live at Home Scheme to help the group provide Christmas food parcels to older, vulnerable members of the local community and help them feel less isolated, and to St Andrew's Pantomime Group for new costumes and props. See how else the Asda Foundation is helping local charities this Christmas here:
http://bit.ly/2EhnH2x",Yesterday at 10:00 AM,84 Comments177 Shares,4K,asda
8,"Today is Local Charities Day – recognising the great work charities do in the local community. Our stores' community champions across the country support hundreds of charities and good causes every day – giving their time and arranging financial support through our charitable arm the Asda Foundation.
Here are colleagues from our Beeston store in Leeds presenting cheques to South Leeds Live at Home Scheme to help the group provide Christmas food parcels to older, vulnerable members of the local community and help them feel less isolated, and to St Andrew's Pantomime Group for new costumes and props. See how else the Asda Foundation is helping local charities this Christmas here:
http://bit.ly/2EhnH2x",Yesterday at 10:00 AM,84 Comments177 Shares,4K,asda
9,"We're loving all the photos people are sharing on social media and the things they're saying about our Free From Christmas food🎄
Jo McMillan, who helps develop the Free From products, blogs about the inspiration behind the range here: http://bit.ly/2EhA4vq",December 13 at 3:00 PM,1.5K Comments950 Shares,6.2K,asda
10,,,,,asda
11,,,,,asda
12,"Colleagues at our Hyde store were touched to receive a letter from pensioner Jean thanking our home shopping driver Arthur for his help when she collapsed at home.
Jean, who's 84, had passed out shortly before Arthur arrived with her shopping. Although she told Arthur she was fine he stayed with her to unpack her shopping and make sure she was all right. Jean was admitted to hospital and has since made a good recovery – and one of the first things she did after she came home was to write to the store to say how much she appreciated Arthur's help. Jean said: ""I just thought how nice that a young man should be so caring. It just moved me. All the Asda drivers are nice but he was exceptionally nice."" Read more: http://bit.ly/2Ei0Xzt",December 13 at 11:54 AM,546 Comments668 Shares,10K,asda
13,"Colleagues at our Hyde store were touched to receive a letter from pensioner Jean thanking our home shopping driver Arthur for his help when she collapsed at home.
Jean, who's 84, had passed out shortly before Arthur arrived with her shopping. Although she told Arthur she was fine he stayed with her to unpack her shopping and make sure she was all right. Jean was admitted to hospital and has since made a good recovery – and one of the first things she did after she came home was to write to the store to say how much she appreciated Arthur's help. Jean said: ""I just thought how nice that a young man should be so caring. It just moved me. All the Asda drivers are nice but he was exceptionally nice."" Read more: http://bit.ly/2Ei0Xzt",December 13 at 11:54 AM,546 Comments668 Shares,10K,asda
14,"""American Jim"" always greets customers with a smile at his checkout in Asda Falkirk.
People manager Carol Johnstone says: ""We get lots of nice customer comments about him all the time. They all call him ""American Jim"". He's a really lovely man – the type of man who would go out of his way for anyone. Customers will go to him every day because he's so happy; he has a smiling face and he cares."" Find out more about Jim: http://bit.ly/2G8Wem8",December 12 at 3:41 PM,300 Comments237 Shares,5K,asda
15,"""American Jim"" always greets customers with a smile at his checkout in Asda Falkirk.
People manager Carol Johnstone says: ""We get lots of nice customer comments about him all the time. They all call him ""American Jim"". He's a really lovely man – the type of man who would go out of his way for anyone. Customers will go to him every day because he's so happy; he has a smiling face and he cares."" Find out more about Jim: http://bit.ly/2G8Wem8",December 12 at 3:41 PM,300 Comments237 Shares,5K,asda
16,"Every year our Carlisle colleague Neiliann brings smiles to the faces of everyone at the store by transforming herself into 'Mrs Christmas'.
Neiliann says she's always loved Christmas, and customers young and old enjoy taking selfies with her wearing her fab outfits as they get more and more festive through December. Her colleague Kelly said: ""She ends up with about six battery packs on for all the lights on her jumper! She puts tinsel and glitter in her hair and her shoes – you wouldn't believe the effort she goes to.""",December 9 at 10:00 AM,194 Comments204 Shares,5.7K,asda
17,"Every year our Carlisle colleague Neiliann brings smiles to the faces of everyone at the store by transforming herself into 'Mrs Christmas'.
Neiliann says she's always loved Christmas, and customers young and old enjoy taking selfies with her wearing her fab outfits as they get more and more festive through December. Her colleague Kelly said: ""She ends up with about six battery packs on for all the lights on her jumper! She puts tinsel and glitter in her hair and her shoes – you wouldn't believe the effort she goes to.""",December 9 at 10:00 AM,194 Comments204 Shares,5.7K,asda
18,"We've teamed up with food bloggers like Sophie to create our Inclusive Guide for Festive Eating – featuring recipes, tips and ideas to help everyone enjoy more of the food they love this Christmas no matter what their dietary needs or preferences.
Mum Sophie, who writes about how tricky it can be at this time of year in her blog Feed Felix Fast, said: ""I’m the mum who arrives at every party with back up food just in case my son, Felix, is allergic to all the food on offer ... I’m doing everything I can in the hope Felix remembers our table surrounded by family and friends sharing a meal"". Find out more and read the guide here: http://bit.ly/2FYLh6T",December 5 at 1:00 PM,113 Comments147 Shares,4.9K,asda
19,"We've teamed up with food bloggers like Sophie to create our Inclusive Guide for Festive Eating – featuring recipes, tips and ideas to help everyone enjoy more of the food they love this Christmas no matter what their dietary needs or preferences.
Mum Sophie, who writes about how tricky it can be at this time of year in her blog Feed Felix Fast, said: ""I’m the mum who arrives at every party with back up food just in case my son, Felix, is allergic to all the food on offer ... I’m doing everything I can in the hope Felix remembers our table surrounded by family and friends sharing a meal"". Find out more and read the guide here: http://bit.ly/2FYLh6T",December 5 at 1:00 PM,113 Comments147 Shares,4.9K,asda
20,"We love hearing from customers about the great service provided by our colleagues – like Macauley who works at our Shipley store.
Macauley, who has cerebral palsy, started at the store on work placement from Shipley College before joining the team last year. Customer trading manager Lisa said: ""He's an absolute joy to work with. He smiles all the time and he's the most polite young man I've ever met in my life. Customers will queue to be served by him and we've seen Facebook posts and Twitter messages praising him. He's had so many difficulties in his life but nothing's ever too much trouble. He's amazing.""",December 5 at 9:30 AM,398 Comments494 Shares,8.7K,asda
21,"We love hearing from customers about the great service provided by our colleagues – like Macauley who works at our Shipley store.
Macauley, who has cerebral palsy, started at the store on work placement from Shipley College before joining the team last year. Customer trading manager Lisa said: ""He's an absolute joy to work with. He smiles all the time and he's the most polite young man I've ever met in my life. Customers will queue to be served by him and we've seen Facebook posts and Twitter messages praising him. He's had so many difficulties in his life but nothing's ever too much trouble. He's amazing.""",December 5 at 9:30 AM,398 Comments494 Shares,8.7K,asda
22,"Tireless volunteer Ames is dedicated to helping people who are struggling to buy the food they need – and she says the support she's been given by our Warrington store's community champion Liz is ""absolutely immense"".
Ames set up Hapi Hub – a community fridge scheme offering fresh food for free at four different centres in the town – as she turned her life around following an accident and subsequent battle with alcoholism. Liz helped her set up the first community fridge, hel...
See More",December 4 at 10:09 AM,162 Comments291 Shares,4.5K,asda
23,"Tireless volunteer Ames is dedicated to helping people who are struggling to buy the food they need – and she says the support she's been given by our Warrington store's community champion Liz is ""absolutely immense"".
Ames set up Hapi Hub – a community fridge scheme offering fresh food for free at four different centres in the town – as she turned her life around following an accident and subsequent battle with alcoholism. Liz helped her set up the first community fridge, hel...
See More",December 4 at 10:09 AM,162 Comments291 Shares,4.5K,asda
24,"WARNING: A fake Facebook page calling itself “Asda Stores” is posting messages saying: “🤩🤩We are giving away £85 Voucher Free🤩🤩 to everyone who ✔️Share this Post & ✔️ Comment 'Thanks'.""
These kind of hoax supermarket voucher messages often appear on social media – and we have reported this particular page to Facebook so it can be removed. In the meantime please do not share or circulate these posts.",December 3 at 3:59 PM,"204 Comments1,667 Shares",488,asda
25,"WARNING: A fake Facebook page calling itself “Asda Stores” is posting messages saying: “🤩🤩We are giving away £85 Voucher Free🤩🤩 to everyone who ✔️Share this Post & ✔️ Comment 'Thanks'.""
These kind of hoax supermarket voucher messages often appear on social media – and we have reported this particular page to Facebook so it can be removed. In the meantime please do not share or circulate these posts.",December 3 at 3:59 PM,"204 Comments1,667 Shares",488,asda
26,"Our Christmas Tree Crumpets are back! 🎄
Thanks to Karenza who shared this fab pic on Instagram and said: ""They're super yummy and the fact they're Christmas trees makes them amazing!"" Pick up a pack of six for £1: http://bit.ly/2AzR1R7",December 3 at 7:00 AM,1.2K Comments562 Shares,12K,asda
27,"Our Christmas Tree Crumpets are back! 🎄
Thanks to Karenza who shared this fab pic on Instagram and said: ""They're super yummy and the fact they're Christmas trees makes them amazing!"" Pick up a pack of six for £1: http://bit.ly/2AzR1R7",December 3 at 7:00 AM,1.2K Comments562 Shares,12K,asda
28,"Sixty-seven-year-old grandma Christine spends up to nine hours a day four days a week helping people struggling to buy the food they need by volunteering at FareShare's new East Midlands distribution centre.
The depot in Leicester helps tens of thousands of people by sharing supplies to foodbanks, charities and groups across the region. It was paid for by the Asda Fight Hunger Create Change initiative – and Christine says it's already making a big difference. She said: ""I've lived and worked in Leicester all of my life, so it means a lot to me to be able to help people from all walks of life."" This Christmas we're saying a big festive thank you to the volunteers like Christine, as well as our customers and colleagues who share our vision that no-one should go hungry. Read Christine's story and find out more here: http://bit.ly/2FRaikp",December 2 at 9:56 AM,212 Comments514 Shares,6.7K,asda
29,"Sixty-seven-year-old grandma Christine spends up to nine hours a day four days a week helping people struggling to buy the food they need by volunteering at FareShare's new East Midlands distribution centre.
The depot in Leicester helps tens of thousands of people by sharing supplies to foodbanks, charities and groups across the region. It was paid for by the Asda Fight Hunger Create Change initiative – and Christine says it's already making a big difference. She said: ""I've lived and worked in Leicester all of my life, so it means a lot to me to be able to help people from all walks of life."" This Christmas we're saying a big festive thank you to the volunteers like Christine, as well as our customers and colleagues who share our vision that no-one should go hungry. Read Christine's story and find out more here: http://bit.ly/2FRaikp",December 2 at 9:56 AM,212 Comments514 Shares,6.7K,asda
30,"Our new vegan Christmas products are getting lots of customers talking and sharing photos on social media 🎄
We've added snacks, mince pies, desserts and cheese to our festive range – as well as alternative options for Christmas Day like Extra Special Beetroot & Spinach Melts, Roasted Parsnip Pâté and Mushroom & Lentil Nut Roast. Find out more from Asda's innovation development chef Andrew: http://bit.ly/2KLilh8",November 30 at 4:00 PM,"2.5K Comments1,423 Shares",7.6K,asda
31,"Our new vegan Christmas products are getting lots of customers talking and sharing photos on social media 🎄
We've added snacks, mince pies, desserts and cheese to our festive range – as well as alternative options for Christmas Day like Extra Special Beetroot & Spinach Melts, Roasted Parsnip Pâté and Mushroom & Lentil Nut Roast. Find out more from Asda's innovation development chef Andrew: http://bit.ly/2KLilh8",November 30 at 4:00 PM,"2.5K Comments1,423 Shares",7.6K,asda
32,"This Christmas, we're saying a big festive thank you to everyone helping to deliver our Asda Fight Hunger Create Change initiative – like our Middlesbrough store's community champion, Jenny, who's made a huge difference to a local foodbank after the campaign inspired her to get in touch.
When she discovered the Redcar Area Foodbank was struggling to cope with demand she set up a permanent collection point in the store and started to volunteer at the centre every week. Foodbank manager Helen Hedges says: ""Jenny's fantastic and the collection point has been a godsend to us, a real lifesaver ... sometimes we get half a ton of donations each month from Asda which has kept us afloat."" Read the full story: http://bit.ly/2FAVOF5",November 25 at 10:08 AM,206 Comments398 Shares,5.6K,asda
33,"This Christmas, we're saying a big festive thank you to everyone helping to deliver our Asda Fight Hunger Create Change initiative – like our Middlesbrough store's community champion, Jenny, who's made a huge difference to a local foodbank after the campaign inspired her to get in touch.
When she discovered the Redcar Area Foodbank was struggling to cope with demand she set up a permanent collection point in the store and started to volunteer at the centre every week. Foodbank manager Helen Hedges says: ""Jenny's fantastic and the collection point has been a godsend to us, a real lifesaver ... sometimes we get half a ton of donations each month from Asda which has kept us afloat."" Read the full story: http://bit.ly/2FAVOF5",November 25 at 10:08 AM,206 Comments398 Shares,5.6K,asda
34,"Christmas is coming and we have everything you need to bring it home, like our Extra Special mince pies a 6 pack was £1.50 now £1.39.",November 24 at 5:30 PM,86 Comments29 Shares28K Views,113,asda
35,"Christmas is coming and we have everything you need to bring it home, like our Extra Special mince pies a 6 pack was £1.50 now £1.39.",November 24 at 5:30 PM,86 Comments29 Shares28K Views,113,asda
36,"We're seeing some fantastic festive photos on social media from people who love our new Christmas bedding.
Thanks to Michaela for sharing this fab pic of Fleur and Willow snuggled up in our Christmas Sausage Dog set. Find out more about all the new sets – including Avo-Merry Christmas, Pigs in Blankets and traditional tartan – from George bedding buyer Tascha: http://bit.ly/2FBf59o",November 23 at 7:00 AM,881 Comments832 Shares,15K,asda
37,"We're seeing some fantastic festive photos on social media from people who love our new Christmas bedding.
Thanks to Michaela for sharing this fab pic of Fleur and Willow snuggled up in our Christmas Sausage Dog set. Find out more about all the new sets – including Avo-Merry Christmas, Pigs in Blankets and traditional tartan – from George bedding buyer Tascha: http://bit.ly/2FBf59o",November 23 at 7:00 AM,881 Comments832 Shares,15K,asda
38,"The Asda Foundation – our charitable arm – is celebrating its 30th anniversary today. In three decades the foundation has given £35 million to local good causes and projects around the UK.
To mark the day, we’ve started to surprise local charities with special anniversary donations – including Centrepoint Outreach in Boston, who work tirelessly to help homeless, lonely and isolated people in the community. They’re going to spend the £27,000 on a new van to deliver furniture to people in need. See the moment our Boston store’s community champion Stephen surprised the charity’s CEO Liz with the news: http://bit.ly/2FyVqqB",November 22 at 6:00 PM,64 Comments138 Shares,2.8K,asda
39,"The Asda Foundation – our charitable arm – is celebrating its 30th anniversary today. In three decades the foundation has given £35 million to local good causes and projects around the UK.
To mark the day, we’ve started to surprise local charities with special anniversary donations – including Centrepoint Outreach in Boston, who work tirelessly to help homeless, lonely and isolated people in the community. They’re going to spend the £27,000 on a new van to deliver furniture to people in need. See the moment our Boston store’s community champion Stephen surprised the charity’s CEO Liz with the news: http://bit.ly/2FyVqqB",November 22 at 6:00 PM,64 Comments138 Shares,2.8K,asda
40,"Lots of people are loving our novelty Christmas home range this year 🎄
Thanks to Bethany, Gracie, Tab and De'Luna for sharing these great pictures of their festive favourites. Find out more about the range from George Home designer Sian here: http://bit.ly/2FB7KXk",November 21 at 4:30 PM,525 Comments443 Shares,7K,asda
41,"Lots of people are loving our novelty Christmas home range this year 🎄
Thanks to Bethany, Gracie, Tab and De'Luna for sharing these great pictures of their festive favourites. Find out more about the range from George Home designer Sian here: http://bit.ly/2FB7KXk",November 21 at 4:30 PM,525 Comments443 Shares,7K,asda
42,"Our Extra Special Luxury Mince Pies have been voted the best supermarket mince pie by Which? this Christmas!
Judges praised them for their ""subtle spicing"" and ""lovely buttery aroma"". Read more here: http://bit.ly/2FtGWYX Pick up a pack of six for £1.50: http://bit.ly/2FoYGon",November 18 at 10:00 AM,240 Comments161 Shares,3.7K,asda
43,"Our Extra Special Luxury Mince Pies have been voted the best supermarket mince pie by Which? this Christmas!
Judges praised them for their ""subtle spicing"" and ""lovely buttery aroma"". Read more here: http://bit.ly/2FtGWYX Pick up a pack of six for £1.50: http://bit.ly/2FoYGon",November 18 at 10:00 AM,240 Comments161 Shares,3.7K,asda
44,"Don’t leave your snowman out in the cold! Our super cute Snowman Mallows are the perfect topping for a sweet and cosy hot chocolate.
Pick up a pack in store and online for just £2.",November 17 at 3:00 PM,890 Comments329 Shares,1.7K,asda
45,"Don’t leave your snowman out in the cold! Our super cute Snowman Mallows are the perfect topping for a sweet and cosy hot chocolate.
Pick up a pack in store and online for just £2.",November 17 at 3:00 PM,890 Comments329 Shares,1.7K,asda
46,"A big thank you to everyone who's helped us raise £2,550,916.13 for this year's BBC Children in Need appeal!
The money raised at Asda will help fund play opportunities for disadvantaged children across the UK. See how our stores across the country have been supporting the appeal here: http://bit.ly/2FpWZXE",November 16 at 8:30 PM,443 Comments639 Shares,18K,asda
47,"A big thank you to everyone who's helped us raise £2,550,916.13 for this year's BBC Children in Need appeal!
The money raised at Asda will help fund play opportunities for disadvantaged children across the UK. See how our stores across the country have been supporting the appeal here: http://bit.ly/2FpWZXE",November 16 at 8:30 PM,443 Comments639 Shares,18K,asda
48,"Looking for gift ideas or Christmas party cocktail inspo? Look no further than our range of Extra Special gins and liqueurs 🍸
Our liqueurs come in a variety of flavours such as Rhubarb and Ginger, Grapefruit and Elderflower and Gingerbread, making them great for cocktails, whilst our Extra Special Pink Gin is perfect for spritzes. Pick up a bottle of your favourite in store or online then check out our Gingerbread Shimmer Buck's Fizz, Pink Gin Spritz and lots more recipes at ASDA.GL/ginliqueur.",November 16 at 6:30 PM,83 Comments81 Shares,266,asda
49,"Looking for gift ideas or Christmas party cocktail inspo? Look no further than our range of Extra Special gins and liqueurs 🍸
Our liqueurs come in a variety of flavours such as Rhubarb and Ginger, Grapefruit and Elderflower and Gingerbread, making them great for cocktails, whilst our Extra Special Pink Gin is perfect for spritzes. Pick up a bottle of your favourite in store or online then check out our Gingerbread Shimmer Buck's Fizz, Pink Gin Spritz and lots more recipes at ASDA.GL/ginliqueur.",November 16 at 6:30 PM,83 Comments81 Shares,266,asda
50,"Our wonderful team of community champions across the country are supporting BBC Children in Need – like Stephen from our Boston store who's taking Pudsey Bear on a tour of 15 schools this week as well as hosting an in-store fundraising event.
Stephen wanted to give as many children as possible a chance to meet Pudsey to inspire them and their families to support the appeal. He said: ""The children absolutely loved it – the younger ones in particular. Bringing Pudsey in to meet the children in person creates an awareness about the charity and what they do. Who knows, it might even inspire the children or their parents to go out and take part in a sponsored event for charity – one of the children could grow up to be a great charity fundraiser."" Read Stephen's story: http://bit.ly/2FjGr3A",November 16 at 7:00 AM,145 Comments409 Shares,13K,asda
51,"Our wonderful team of community champions across the country are supporting BBC Children in Need – like Stephen from our Boston store who's taking Pudsey Bear on a tour of 15 schools this week as well as hosting an in-store fundraising event.
Stephen wanted to give as many children as possible a chance to meet Pudsey to inspire them and their families to support the appeal. He said: ""The children absolutely loved it – the younger ones in particular. Bringing Pudsey in to meet the children in person creates an awareness about the charity and what they do. Who knows, it might even inspire the children or their parents to go out and take part in a sponsored event for charity – one of the children could grow up to be a great charity fundraiser."" Read Stephen's story: http://bit.ly/2FjGr3A",November 16 at 7:00 AM,145 Comments409 Shares,13K,asda
52,"We rustled up some sophisticated, delicious (and surprisingly easy!) date night dinner ideas for you and your loved one 😘 Now it’s up to you to decide which one you’d rather cosy up with!
Would you rather be surprised with our American-style Burgers with Cheese Sauce and Courgette Fries? Or our Bacon-wrapped Cod with Baked Parmesan Risotto? Cast your vote now! Find both of these recipes over at ASDA.GL/datenight.",November 15,29 Comments4 Shares,67,asda
53,"We rustled up some sophisticated, delicious (and surprisingly easy!) date night dinner ideas for you and your loved one 😘 Now it’s up to you to decide which one you’d rather cosy up with!
Would you rather be surprised with our American-style Burgers with Cheese Sauce and Courgette Fries? Or our Bacon-wrapped Cod with Baked Parmesan Risotto? Cast your vote now! Find both of these recipes over at ASDA.GL/datenight.",November 15,29 Comments4 Shares,67,asda
54,"Our Cheese Advent Calendar made headlines around the world when it launched last Christmas – and now it's back in selected stores for just £8! 🧀
There's a different mini cheese behind each door – including Applewood, Jarslberg, Red Leicester and a special limited edition Gingerbread Wensleydale. Find out more about the inspiration behind the advent calendar – and a list of stores stocking it – here: http://bit.ly/2FtIi5Q",November 15,"8.2K Comments4,019 Shares",11K,asda
55,"Our Cheese Advent Calendar made headlines around the world when it launched last Christmas – and now it's back in selected stores for just £8! 🧀
There's a different mini cheese behind each door – including Applewood, Jarslberg, Red Leicester and a special limited edition Gingerbread Wensleydale. Find out more about the inspiration behind the advent calendar – and a list of stores stocking it – here: http://bit.ly/2FtIi5Q",November 15,"8.2K Comments4,019 Shares",11K,asda
56,"How cute does little Olivia-Rose look in our BBC Children in Need all-in-one!
Mum Lauren shared this great pic on Instagram and said: ""My little Pudsey bear.💛” Find it in selected stores and online now for £8: http://bit.ly/2QOclGA",November 14,477 Comments397 Shares,14K,asda
57,"How cute does little Olivia-Rose look in our BBC Children in Need all-in-one!
Mum Lauren shared this great pic on Instagram and said: ""My little Pudsey bear.💛” Find it in selected stores and online now for £8: http://bit.ly/2QOclGA",November 14,477 Comments397 Shares,14K,asda
58,"For a really cosy Christmas, pack a Christmas Eve box with our snuggly Kids PJ sets, £6 each. We have everything you need to bring Christmas home.",November 14,24 Comments30 Shares22K Views,134,asda
59,"For a really cosy Christmas, pack a Christmas Eve box with our snuggly Kids PJ sets, £6 each. We have everything you need to bring Christmas home.",November 14,24 Comments30 Shares22K Views,134,asda
60,"We're getting behind Purple Tuesday – the UK's first accessible shopping day – with a new 16-store trial aimed at creating a better shopping experience for people with autism and dementia.
Our colleagues have received special training and every Tuesday they'll be turning off music and cutting out other electronic distractions for an ""Inclusive Hour"". It builds on the pioneering work of Simon, the manager at our Marple store in Manchester. He says: ""The world is learning that not all disabilities are visible."" Read Simon's blog about the new initiative and his own personal experience of talking openly about mental health: http://bit.ly/2FfRBGM",November 13,"587 Comments1,994 Shares",10K,asda
61,"We're getting behind Purple Tuesday – the UK's first accessible shopping day – with a new 16-store trial aimed at creating a better shopping experience for people with autism and dementia.
Our colleagues have received special training and every Tuesday they'll be turning off music and cutting out other electronic distractions for an ""Inclusive Hour"". It builds on the pioneering work of Simon, the manager at our Marple store in Manchester. He says: ""The world is learning that not all disabilities are visible."" Read Simon's blog about the new initiative and his own personal experience of talking openly about mental health: http://bit.ly/2FfRBGM",November 13,"587 Comments1,994 Shares",10K,asda
62,"Our tasty new Christmas sandwiches are in stores now – including this Vegan Society-approved Festive Bubble & Squeak.
Thanks to Ellie, who shared this photo on Instagram and said it ""looks sooooo good 😍😍🎄"". Find out more about our festive sandwich range here: http://bit.ly/2Fcv65j",November 12,1.4K Comments771 Shares,6.7K,asda
63,"Our tasty new Christmas sandwiches are in stores now – including this Vegan Society-approved Festive Bubble & Squeak.
Thanks to Ellie, who shared this photo on Instagram and said it ""looks sooooo good 😍😍🎄"". Find out more about our festive sandwich range here: http://bit.ly/2Fcv65j",November 12,1.4K Comments771 Shares,6.7K,asda
64,"A big thank you to everyone who's supported the fantastic Royal British Legion collectors who've been raising money for the Poppy Appeal in our stores in the run-up to Remembrance Sunday.
Emma and John, pictured here with our Gosforth store's community champion Michelle, are two of the collectors who've become familiar friendly faces at our stores. Michelle said: ""It's been lovely to see our favourite poppy collectors in store – they've been coming in for more than 10 years. Our customers know them, and we consider them friends."" See how our stores have been supporting the Poppy Appeal here: http://bit.ly/2z2xlmj",November 10,"341 Comments1,368 Shares",24K,asda
65,"A big thank you to everyone who's supported the fantastic Royal British Legion collectors who've been raising money for the Poppy Appeal in our stores in the run-up to Remembrance Sunday.
Emma and John, pictured here with our Gosforth store's community champion Michelle, are two of the collectors who've become familiar friendly faces at our stores. Michelle said: ""It's been lovely to see our favourite poppy collectors in store – they've been coming in for more than 10 years. Our customers know them, and we consider them friends."" See how our stores have been supporting the Poppy Appeal here: http://bit.ly/2z2xlmj",November 10,"341 Comments1,368 Shares",24K,asda
66,"TGIF! We're saying ""cheers"" to the weekend with Miguel Barclay AKA One Pound Meals's Oven-Fried Chicken and Creamy Slaw 🍗 Perfectly seasoned, crispy chicken that's just as good as your favourite fast food joint – and for only 78p a serving, too!
Know someone that will love this recipe? Find it over at ASDA.GL/ovenfriedchicken.",November 9,34 Comments17 Shares,108,asda
67,"TGIF! We're saying ""cheers"" to the weekend with Miguel Barclay AKA One Pound Meals's Oven-Fried Chicken and Creamy Slaw 🍗 Perfectly seasoned, crispy chicken that's just as good as your favourite fast food joint – and for only 78p a serving, too!
Know someone that will love this recipe? Find it over at ASDA.GL/ovenfriedchicken.",November 9,34 Comments17 Shares,108,asda
68,"Here's something to add a touch of magic to the Christmas countdown ... our Harry Potter advent calendar.
It's £15 and includes a charm bracelet with beads, charms and rings behind each door. It's getting lots of people excited on social media, including blogger The Hufflepuff Queen who shared this picture on Instagram and said ""it's absolutely stunning"". Find out more about our range of alternative advent calendars here: http://bit.ly/2FdnIH2",November 9,"23K Comments6,880 Shares",10K,asda
69,"Here's something to add a touch of magic to the Christmas countdown ... our Harry Potter advent calendar.
It's £15 and includes a charm bracelet with beads, charms and rings behind each door. It's getting lots of people excited on social media, including blogger The Hufflepuff Queen who shared this picture on Instagram and said ""it's absolutely stunning"". Find out more about our range of alternative advent calendars here: http://bit.ly/2FdnIH2",November 9,"23K Comments6,880 Shares",10K,asda
70,"Having a dinner party? Bake our Extra Special Camembert De Pays for a super creamy, super luxurious starter 🧀 In fact, it's so creamy, we Camembert it! Head to ASDA.GL/camembert to shop now.",November 8,571 Comments114 Shares86K Views,600,asda
71,"Having a dinner party? Bake our Extra Special Camembert De Pays for a super creamy, super luxurious starter 🧀 In fact, it's so creamy, we Camembert it! Head to ASDA.GL/camembert to shop now.",November 8,571 Comments114 Shares86K Views,600,asda
72,Our new large mince pie is making headlines! Read all about the different varieties in our mince pie range this Christmas: http://bit.ly/2FdXy6K,November 5,"2.6K Comments1,367 Shares",7.1K,asda
73,Our new large mince pie is making headlines! Read all about the different varieties in our mince pie range this Christmas: http://bit.ly/2FdXy6K,November 5,"2.6K Comments1,367 Shares",7.1K,asda
74,"Six-year-old Theo loved his day 'working' with his mum Charlie and stepdad Phil at our St Leonards-on-Sea store so much that he's been wearing the name badge they made for him when he goes to school.
Theo had put on Charlie's work fleece when they called in at the store one day and after a colleague suggested he sat at a checkout, Theo tried his hand at scanning shopping before visiting the pizza counter and sitting in one of our delivery vans. Charlie said: ""Everyone knows him in the store. I think he genuinely believes he works for Asda. He's been wearing his name badge to school so he can show it to all his friends and his teachers. He wants to work in home shopping with me when he grows up."" Read Theo's story and see more pictures here: http://bit.ly/2EY8YeW",November 4,305 Comments335 Shares,12K,asda
75,"Six-year-old Theo loved his day 'working' with his mum Charlie and stepdad Phil at our St Leonards-on-Sea store so much that he's been wearing the name badge they made for him when he goes to school.
Theo had put on Charlie's work fleece when they called in at the store one day and after a colleague suggested he sat at a checkout, Theo tried his hand at scanning shopping before visiting the pizza counter and sitting in one of our delivery vans. Charlie said: ""Everyone knows him in the store. I think he genuinely believes he works for Asda. He's been wearing his name badge to school so he can show it to all his friends and his teachers. He wants to work in home shopping with me when he grows up."" Read Theo's story and see more pictures here: http://bit.ly/2EY8YeW",November 4,305 Comments335 Shares,12K,asda
76,"No need to light a bonfire to enjoy toasted marshmallows this Fireworks Night with our Chocolate S'mores Cake 🍫 Rich chocolate sponges are sandwiched together with melted marshmallows, crumbled digestive biscuits and chocolate shavings. This is one Bonfire Night spectacle that is sure to not go down in flames! 🔥 Find the recipe at ASDA.GL/smores",November 3,146 Comments58 Shares,372,asda
77,"No need to light a bonfire to enjoy toasted marshmallows this Fireworks Night with our Chocolate S'mores Cake 🍫 Rich chocolate sponges are sandwiched together with melted marshmallows, crumbled digestive biscuits and chocolate shavings. This is one Bonfire Night spectacle that is sure to not go down in flames! 🔥 Find the recipe at ASDA.GL/smores",November 3,146 Comments58 Shares,372,asda
78,"Christmas is coming and we just can't contain our excitement any longer! From gifts for everyone to delicious festive food, we've got everything you need to bring Christmas home 🎄🎄http://bit.ly/2F6lV6H",November 2,"522 Comments1,505 Shares217K Views",3.8K,asda
79,"Christmas is coming and we just can't contain our excitement any longer! From gifts for everyone to delicious festive food, we've got everything you need to bring Christmas home 🎄🎄http://bit.ly/2F6lV6H",November 2,"522 Comments1,505 Shares217K Views",3.8K,asda
80,"Today’s #WorldVeganDay, and we’ll be celebrating with a big old slice of our Vegan Carrot Cake. Packed with fresh carrot, fruits, nuts and spice, you won’t miss the eggs or dairy in this plant-based showstopper! Find the recipe at ASDA.GL/vegancarrotcake",November 1,107 Comments70 Shares,325,asda
81,"Today’s #WorldVeganDay, and we’ll be celebrating with a big old slice of our Vegan Carrot Cake. Packed with fresh carrot, fruits, nuts and spice, you won’t miss the eggs or dairy in this plant-based showstopper! Find the recipe at ASDA.GL/vegancarrotcake",November 1,107 Comments70 Shares,325,asda
82,"Our frightfully good Skull Mallows are just the trick for a tasty treat this Halloween!
Laura shared this pic on Instagram and said her kids love them. Pick up a pack for £2 in selected stores and online: http://bit.ly/2JeBtmX",October 27,1.9K Comments762 Shares,9.1K,asda
