,Post_Content,Date,Comments_Shares,All_Responses,Brand
1113,"Dad’s got Mother’s Day lunch in the bag – what will the kids think?
For a stress free Mother’s Day lunch try our delicious Roast in the bag Chicken.","March 15, 2017",55 Comments39 Shares130K Views,368,asda
1114,"Here's some good news for motorists – we're cutting the price of fuel by up to 2p per litre.
From Tuesday 14th March you'll pay no more than 114.7ppl for unleaded or 116.7ppl for diesel. Read more here: http://bit.ly/2nlYYzk","March 13, 2017","4.3K Comments9,538 Shares",40K,asda
1115,"Here's some good news for motorists – we're cutting the price of fuel by up to 2p per litre.
From Tuesday 14th March you'll pay no more than 114.7ppl for unleaded or 116.7ppl for diesel. Read more here: http://bit.ly/2nlYYzk","March 13, 2017","4.3K Comments9,538 Shares",40K,asda
1116,"What do you think the kids have got in store for you this Mother’s Day?
For a great range of Mother’s Day gifts and inspiration click shop now.","March 13, 2017",538 Comments991 Shares293K Views,3.1K,asda
1117,"What do you think the kids have got in store for you this Mother’s Day?
For a great range of Mother’s Day gifts and inspiration click shop now.","March 13, 2017",538 Comments991 Shares293K Views,3.1K,asda
1118,"Can you help us reunite this lost teddy with its owner?
The distinctive bear, which has a hearing aid attached to its left ear, was found by colleagues in our Govan store who have been trying to find out who it belongs to – but without success. Share this post to spread the word: http://bit.ly/2nndk1B","March 12, 2017","193 Comments10,816 Shares",2.4K,asda
1119,"Can you help us reunite this lost teddy with its owner?
The distinctive bear, which has a hearing aid attached to its left ear, was found by colleagues in our Govan store who have been trying to find out who it belongs to – but without success. Share this post to spread the word: http://bit.ly/2nndk1B","March 12, 2017","193 Comments10,816 Shares",2.4K,asda
1120,"Fancy tucking into these?
Louise is a fan of our new Extra Special Cornish Sea Salted Caramel ice cream and tweeted: ""It tastes so much better than the branded ones"". There are five yummy flavours to try for just £2 each: http://bit.ly/2nnc2nm","March 11, 2017",433 Comments193 Shares,3K,asda
1121,"Fancy tucking into these?
Louise is a fan of our new Extra Special Cornish Sea Salted Caramel ice cream and tweeted: ""It tastes so much better than the branded ones"". There are five yummy flavours to try for just £2 each: http://bit.ly/2nnc2nm","March 11, 2017",433 Comments193 Shares,3K,asda
1122,"Sweet Freedom Choc Pot Chocolate Spread is getting lots of people excited on social media.
It's 75% less fat and half the calories of the leading chocolate spread – and there's no gluten, dairy, nuts or palm oil. You'll find it in more than 300 of our stores for just £3: http://bit.ly/2lyMcvU","March 10, 2017","2.7K Comments1,901 Shares",8.6K,asda
1123,"Sweet Freedom Choc Pot Chocolate Spread is getting lots of people excited on social media.
It's 75% less fat and half the calories of the leading chocolate spread – and there's no gluten, dairy, nuts or palm oil. You'll find it in more than 300 of our stores for just £3: http://bit.ly/2lyMcvU","March 10, 2017","2.7K Comments1,901 Shares",8.6K,asda
1124,"Meet three generations of the same family who all work at our store in Lincoln – Don and Mary, who are in their 80s, daughter Clare and grand-daughter Chloe.
Don and Mary didn’t take to retirement so Clare suggested they apply for part-time jobs at Asda. Mary says: “I love chatting to customers. I know most of them by name and know about them and their families – they’re very kind."" Read their story: http://bit.ly/2neWFNC","March 8, 2017",257 Comments145 Shares,5.7K,asda
1125,"Meet three generations of the same family who all work at our store in Lincoln – Don and Mary, who are in their 80s, daughter Clare and grand-daughter Chloe.
Don and Mary didn’t take to retirement so Clare suggested they apply for part-time jobs at Asda. Mary says: “I love chatting to customers. I know most of them by name and know about them and their families – they’re very kind."" Read their story: http://bit.ly/2neWFNC","March 8, 2017",257 Comments145 Shares,5.7K,asda
1126,"Stephen had ""the time of his life"" when our Larne colleagues invited him in for a special behind the scenes visit.
Community Champion Catherine got to know him as she volunteers with Larne Adult Centre, which supports people with physical and learning disabilities. He told her he'd love to find out how the store is run – and the team pulled out the stops for him. Read more: http://bit.ly/2mmlFpc","March 5, 2017",325 Comments438 Shares,11K,asda
1127,"Stephen had ""the time of his life"" when our Larne colleagues invited him in for a special behind the scenes visit.
Community Champion Catherine got to know him as she volunteers with Larne Adult Centre, which supports people with physical and learning disabilities. He told her he'd love to find out how the store is run – and the team pulled out the stops for him. Read more: http://bit.ly/2mmlFpc","March 5, 2017",325 Comments438 Shares,11K,asda
1128,"Our March Good Living magazine is in store now.
The latest issue is packed full of tasty weekday recipes – and early inspiration for Mother's Day.","March 4, 2017",84 Comments23 Shares16K Views,212,asda
1129,"Our March Good Living magazine is in store now.
The latest issue is packed full of tasty weekday recipes – and early inspiration for Mother's Day.","March 4, 2017",84 Comments23 Shares16K Views,212,asda
1130,"Are you a fan of Ed Sheeran? To celebrate the release of his new album ‘÷’ we’ve got a pair of tickets to give away to see the lyrical master LIVE in Manchester!
To be in with a chance of winning comment on this post telling us why you would like to win, then fill out the form here: http://bit.ly/2mJPTQo T&Cs apply, ends 23:59 3rd March. Buy ‘÷’ here: http://bit.ly/2miPo2q","March 3, 2017",3.1K Comments510 Shares304K Views,4.1K,asda
1131,"Are you a fan of Ed Sheeran? To celebrate the release of his new album ‘÷’ we’ve got a pair of tickets to give away to see the lyrical master LIVE in Manchester!
To be in with a chance of winning comment on this post telling us why you would like to win, then fill out the form here: http://bit.ly/2mJPTQo T&Cs apply, ends 23:59 3rd March. Buy ‘÷’ here: http://bit.ly/2miPo2q","March 3, 2017",3.1K Comments510 Shares304K Views,4.1K,asda
1132,Beer 3 for £20. It’s a BIG deal.,"March 2, 2017",815 Comments326 Shares1.1M Views,2.3K,asda
1133,Beer 3 for £20. It’s a BIG deal.,"March 2, 2017",815 Comments326 Shares1.1M Views,2.3K,asda
1134,"We've become the first UK retailer to sell Free Range Milk – where it's guaranteed that the dairy cows have grazed outdoors for at least six months of the year.
Jamie Oliver, who championed the milk on his Friday Night Feast programme, said: ""It’s a fantastic step forward to help us all to make more informed decisions about the food and drink we buy. Well done Asda!” Pick up a 1L bottle for 90p or a 2L bottle for £1.50 at 109 of our stores: http://bit.ly/2lyANw6","March 1, 2017",1.5K Comments434 Shares,3.6K,asda
1135,"We've become the first UK retailer to sell Free Range Milk – where it's guaranteed that the dairy cows have grazed outdoors for at least six months of the year.
Jamie Oliver, who championed the milk on his Friday Night Feast programme, said: ""It’s a fantastic step forward to help us all to make more informed decisions about the food and drink we buy. Well done Asda!” Pick up a 1L bottle for 90p or a 2L bottle for £1.50 at 109 of our stores: http://bit.ly/2lyANw6","March 1, 2017",1.5K Comments434 Shares,3.6K,asda
1136,"We are Flippin' LIVE from our Asda Pilsworth store. Guess how many pancakes our baker Shivaun can make in this live stream for a chance to win £50 to spend at Asda!
Leave a comment on this post and fill in your details here to enter: http://bit.ly/2lSdLUx. T&Cs apply. Ends at 1:30pm 27th Feb. Only one entry per person. UK only, 18+. No purchase necessary.","February 27, 2017",2.7K Comments76 Shares114K Views,993,asda
1137,"We are Flippin' LIVE from our Asda Pilsworth store. Guess how many pancakes our baker Shivaun can make in this live stream for a chance to win £50 to spend at Asda!
Leave a comment on this post and fill in your details here to enter: http://bit.ly/2lSdLUx. T&Cs apply. Ends at 1:30pm 27th Feb. Only one entry per person. UK only, 18+. No purchase necessary.","February 27, 2017",2.7K Comments76 Shares114K Views,993,asda
1138,"Coming LIVE from our Asda Pilsworth store, our superstar pancake baker Shivaun is busy warming up for Pancake Day. Watch this live stream to see how she makes our fresh and tasty hot plate pancakes. Keep an eye on our Facebook page later today to join our pancake competition. Pancakes are up!","February 27, 2017",418 Comments38 Shares135K Views,729,asda
1139,"Coming LIVE from our Asda Pilsworth store, our superstar pancake baker Shivaun is busy warming up for Pancake Day. Watch this live stream to see how she makes our fresh and tasty hot plate pancakes. Keep an eye on our Facebook page later today to join our pancake competition. Pancakes are up!","February 27, 2017",418 Comments38 Shares135K Views,729,asda
1140,"Meet Shivaun – our superstar pancake flipper from Asda Pilsworth.
She's perfecting her technique ahead of Pancake Day – when she expects to make more than 1,500 of them. Look out for her making them live on our Facebook page tomorrow morning and read her tips for making the perfect pancake here: http://bit.ly/2lDEa60","February 26, 2017",175 Comments129 Shares,3.4K,asda
1141,"Meet Shivaun – our superstar pancake flipper from Asda Pilsworth.
She's perfecting her technique ahead of Pancake Day – when she expects to make more than 1,500 of them. Look out for her making them live on our Facebook page tomorrow morning and read her tips for making the perfect pancake here: http://bit.ly/2lDEa60","February 26, 2017",175 Comments129 Shares,3.4K,asda
1142,"David loved shopping at Asda when he was a little boy and told his mum: ""When I grow up I want to work here.""
David, who's deaf, fulfilled his childhood dream by getting a work experience placement and then a full-time job at our Huddersfield store – and he's hugely popular with colleagues and customers like 85-year-old Gladys. Read his story: http://bit.ly/2lqGZZZ","February 26, 2017",220 Comments249 Shares,7.6K,asda
1143,"David loved shopping at Asda when he was a little boy and told his mum: ""When I grow up I want to work here.""
David, who's deaf, fulfilled his childhood dream by getting a work experience placement and then a full-time job at our Huddersfield store – and he's hugely popular with colleagues and customers like 85-year-old Gladys. Read his story: http://bit.ly/2lqGZZZ","February 26, 2017",220 Comments249 Shares,7.6K,asda
1144,"Don't forget it's Pancake Day on Tuesday.
We've got some exciting recipes to try – with fruity twists inspired by classic cakes. #goodliving","February 25, 2017",66 Comments55 Shares,347,asda
1145,"Don't forget it's Pancake Day on Tuesday.
We've got some exciting recipes to try – with fruity twists inspired by classic cakes. #goodliving","February 25, 2017",66 Comments55 Shares,347,asda
1146,"Our family of giant gnomes always prove a big hit on social media – and the latest versions are in store now!
Tag your gnome-loving friends so they don't miss out. Gnorman and Gnorma are £28 each and Gnora and Gnoah are £20 each. Find your nearest store here: http://bit.ly/2lQrUhe","February 24, 2017","2.6K Comments1,872 Shares",5.4K,asda
1147,"Our family of giant gnomes always prove a big hit on social media – and the latest versions are in store now!
Tag your gnome-loving friends so they don't miss out. Gnorman and Gnorma are £28 each and Gnora and Gnoah are £20 each. Find your nearest store here: http://bit.ly/2lQrUhe","February 24, 2017","2.6K Comments1,872 Shares",5.4K,asda
1148,"World Book Day is coming up and we have a fantastic range of costumes from £11 - £15, from Paddington Bear to Little Red Riding Hood...
Or if you've got the time to make it yourself, try out this costume here: http://bit.ly/2m7521h","February 23, 2017",831 Comments832 Shares1.2M Views,3.2K,asda
1149,"World Book Day is coming up and we have a fantastic range of costumes from £11 - £15, from Paddington Bear to Little Red Riding Hood...
Or if you've got the time to make it yourself, try out this costume here: http://bit.ly/2m7521h","February 23, 2017",831 Comments832 Shares1.2M Views,3.2K,asda
1150,"The George Home team have brought us Purrmaids, Catsronaughts and Kittycorns bedding, and they've all been hugely popular. Now they're giving our Facebook fans the chance to get creative.
What quirky design would you love to see in the range? Cats + _________?","February 21, 2017",2K Comments280 Shares,2.1K,asda
1151,"The George Home team have brought us Purrmaids, Catsronaughts and Kittycorns bedding, and they've all been hugely popular. Now they're giving our Facebook fans the chance to get creative.
What quirky design would you love to see in the range? Cats + _________?","February 21, 2017",2K Comments280 Shares,2.1K,asda
1152,"Happy 80th birthday to our wonderful Nuneaton checkout colleague Ennis. 🎉
She's worked at the store since it opened 30 years ago and says ""I never think about retiring – I'm happy here."" Colleagues laid on a surprise party for her and customers including Stewart, pictured below, wished her many happy returns. Read more: http://bit.ly/2lDUg1V","February 20, 2017",485 Comments292 Shares,9.9K,asda
1153,"Happy 80th birthday to our wonderful Nuneaton checkout colleague Ennis. 🎉
She's worked at the store since it opened 30 years ago and says ""I never think about retiring – I'm happy here."" Colleagues laid on a surprise party for her and customers including Stewart, pictured below, wished her many happy returns. Read more: http://bit.ly/2lDUg1V","February 20, 2017",485 Comments292 Shares,9.9K,asda
1154,"Are you the person who’s always up late making something the night before? We’ve got loads of fab costumes at George that are perfect for World Book Day: http://bit.ly/2lqOn7M
Share pics of your little ones and their favourite character costumes.","February 17, 2017",665 Comments649 Shares,1.6K,asda
1155,"Are you the person who’s always up late making something the night before? We’ve got loads of fab costumes at George that are perfect for World Book Day: http://bit.ly/2lqOn7M
Share pics of your little ones and their favourite character costumes.","February 17, 2017",665 Comments649 Shares,1.6K,asda
1156,Bacon! It's a BIG Deal.,"February 15, 2017",96 Comments32 Shares321K Views,347,asda
1157,Bacon! It's a BIG Deal.,"February 15, 2017",96 Comments32 Shares321K Views,347,asda
1158,"Happy eighth birthday to little Felicity, who was all smiles when her big sister Charlotte found our dairy free party cake at Asda Scunthorpe!
Felicity is lactose intolerant – and Charlotte said: ""This is the first time in years she's had a birthday cake in a box from a shop – like everyone else has."" They're available in chocolate or madeira for £8. http://bit.ly/2kSlr84","February 15, 2017",1.1K Comments593 Shares,8.7K,asda
1159,"Happy eighth birthday to little Felicity, who was all smiles when her big sister Charlotte found our dairy free party cake at Asda Scunthorpe!
Felicity is lactose intolerant – and Charlotte said: ""This is the first time in years she's had a birthday cake in a box from a shop – like everyone else has."" They're available in chocolate or madeira for £8. http://bit.ly/2kSlr84","February 15, 2017",1.1K Comments593 Shares,8.7K,asda
1160,"Happy Valentine’s Day to Frank and Ellen & David and Anna – both couples are celebrating 70 years of marriage this year!
They’re all regular customers at Asda Kirkcaldy – so our colleagues invited them in today to give them some flowers and chocolates.","February 14, 2017",142 Comments84 Shares,5.8K,asda
1161,"Happy Valentine’s Day to Frank and Ellen & David and Anna – both couples are celebrating 70 years of marriage this year!
They’re all regular customers at Asda Kirkcaldy – so our colleagues invited them in today to give them some flowers and chocolates.","February 14, 2017",142 Comments84 Shares,5.8K,asda
1162,"Here's some reet good news for proud Yorkshire men and women – this year you can pick up a Valentine's Day bouquet of white roses in our Yorkshire stores.
They're £5 for 16 stems. Tha'd be daft not to 😉","February 14, 2017",168 Comments231 Shares,1.9K,asda
1163,"Here's some reet good news for proud Yorkshire men and women – this year you can pick up a Valentine's Day bouquet of white roses in our Yorkshire stores.
They're £5 for 16 stems. Tha'd be daft not to 😉","February 14, 2017",168 Comments231 Shares,1.9K,asda
1164,"We're hosting a 'traffic light' party on Valentine's Day at Asda Govan to help customers find love.
We'll be handing out coloured stickers on the door for shoppers who want to take part – go for green if you're looking for someone, red if you're taken, and amber if you're unsure. Find out more here: http://bit.ly/2lHmdCe","February 13, 2017",1.5K Comments790 Shares,2.3K,asda
1165,"We're hosting a 'traffic light' party on Valentine's Day at Asda Govan to help customers find love.
We'll be handing out coloured stickers on the door for shoppers who want to take part – go for green if you're looking for someone, red if you're taken, and amber if you're unsure. Find out more here: http://bit.ly/2lHmdCe","February 13, 2017",1.5K Comments790 Shares,2.3K,asda
1166,"There’s no wrong way to celebrate Valentines’s…
Treat yourself to George Lingerie & Nightwear from £8. http://bit.ly/2jKeqlV","February 13, 2017",103 Comments131 Shares363K Views,1.1K,asda
1167,"There’s no wrong way to celebrate Valentines’s…
Treat yourself to George Lingerie & Nightwear from £8. http://bit.ly/2jKeqlV","February 13, 2017",103 Comments131 Shares363K Views,1.1K,asda
1168,"Jill and Pete made headlines when they got married in our York store – after meeting at the checkout where she works.
Pete says they'll be celebrating Valentine's Day just as much in love as when they first met 14 years ago and Jill says ""I love him to bits"". Read their story: http://bit.ly/2ls3Oxi","February 12, 2017",226 Comments128 Shares,5.5K,asda
1169,"Jill and Pete made headlines when they got married in our York store – after meeting at the checkout where she works.
Pete says they'll be celebrating Valentine's Day just as much in love as when they first met 14 years ago and Jill says ""I love him to bits"". Read their story: http://bit.ly/2ls3Oxi","February 12, 2017",226 Comments128 Shares,5.5K,asda
1170,"Military veteran Chris Gillan has overcome a series of setbacks in his life to launch a social enterprise business that raises money for armed forces charities.
We've helped him create and launch Heroes Vodka which is now on sale in more than 300 of our stores – and 20% of profits go to army, navy and RAF charities. Read his incredible story here: http://bit.ly/2lrIhoq","February 10, 2017",343 Comments916 Shares,4.9K,asda
1171,"Military veteran Chris Gillan has overcome a series of setbacks in his life to launch a social enterprise business that raises money for armed forces charities.
We've helped him create and launch Heroes Vodka which is now on sale in more than 300 of our stores – and 20% of profits go to army, navy and RAF charities. Read his incredible story here: http://bit.ly/2lrIhoq","February 10, 2017",343 Comments916 Shares,4.9K,asda
1172,"Share a pizza your heart with our new Pucker-up Pepperoni Pizza.
In the run up to Valentine's Day pick up a 14"" stonebaked pizza at our in-store pizza counters for just £3.50, or get a hot and ready to take away 16” pizza for £6 at one of our Express Diners. Selected stores only, available 9th-16th Feb: http://bit.ly/2lfWEfp","February 10, 2017",424 Comments172 Shares,3K,asda
1173,"Share a pizza your heart with our new Pucker-up Pepperoni Pizza.
In the run up to Valentine's Day pick up a 14"" stonebaked pizza at our in-store pizza counters for just £3.50, or get a hot and ready to take away 16” pizza for £6 at one of our Express Diners. Selected stores only, available 9th-16th Feb: http://bit.ly/2lfWEfp","February 10, 2017",424 Comments172 Shares,3K,asda
1174,"Our St Leonards-on-Sea colleagues Wendy and Paula, who've been close friends since the store opened six years ago, are getting ready to celebrate Galentine's Day.
Tell us what makes your best friend extra special for a chance to win £50 to give them a little treat on 13th February – a day for celebrating friendship. Leave a comment below and enter your details here: http://bit.ly/2k6FKL9. T&Cs apply, ends 9am 10th Feb.","February 9, 2017",947 Comments209 Shares,3.9K,asda
1175,"Our St Leonards-on-Sea colleagues Wendy and Paula, who've been close friends since the store opened six years ago, are getting ready to celebrate Galentine's Day.
Tell us what makes your best friend extra special for a chance to win £50 to give them a little treat on 13th February – a day for celebrating friendship. Leave a comment below and enter your details here: http://bit.ly/2k6FKL9. T&Cs apply, ends 9am 10th Feb.","February 9, 2017",947 Comments209 Shares,3.9K,asda
1176,"Do you keep your ketchup in the fridge or the cupboard?
A debate has been raging on social media about where ketchup 'belongs' so colleagues in our Clapham store have joined in – they're stocking it in fridges and on shelves to see which customers prefer.","February 7, 2017",2.6K Comments251 Shares,2K,asda
1177,"Do you keep your ketchup in the fridge or the cupboard?
A debate has been raging on social media about where ketchup 'belongs' so colleagues in our Clapham store have joined in – they're stocking it in fridges and on shelves to see which customers prefer.","February 7, 2017",2.6K Comments251 Shares,2K,asda
1178,Share more love this Valentine’s Day with Asda: http://bit.ly/2jUzXs5,"February 7, 2017",21 Comments55 Shares31K Views,245,asda
1179,Share more love this Valentine’s Day with Asda: http://bit.ly/2jUzXs5,"February 7, 2017",21 Comments55 Shares31K Views,245,asda
1180,"Asda customer Sinéad tweeted this pic after she spotted Domino's stocking up on our £1 potato wedges at our Greenhithe store.
Wonder if they know that our 14"" Create Your Own pizzas are just £3.50 too. 😉🍕","February 6, 2017","3.3K Comments5,044 Shares",29K,asda
1181,"Asda customer Sinéad tweeted this pic after she spotted Domino's stocking up on our £1 potato wedges at our Greenhithe store.
Wonder if they know that our 14"" Create Your Own pizzas are just £3.50 too. 😉🍕","February 6, 2017","3.3K Comments5,044 Shares",29K,asda
1182,"Raaahh!
Three-year-old Ollie loves his new Dragon Onesie from George. His mum Stephanie shared these great pics on Instagram and said ""he's had so much fun with it"". Pick one up here: http://bit.ly/2kwJGIV","February 5, 2017",520 Comments235 Shares,3.6K,asda
1183,"Raaahh!
Three-year-old Ollie loves his new Dragon Onesie from George. His mum Stephanie shared these great pics on Instagram and said ""he's had so much fun with it"". Pick one up here: http://bit.ly/2kwJGIV","February 5, 2017",520 Comments235 Shares,3.6K,asda
1184,"Our colleagues across the country – like Gary from our Chesser store in Edinburgh – are supporting World Cancer Day today.
It's a cause that's close to his heart as he lost his mum Linda to cancer a year ago. Linda was the Community Champion at the store and Gary took on her role after she died. Find out more here: http://bit.ly/2jLhjmp","February 4, 2017",142 Comments212 Shares,4K,asda
1185,"Our colleagues across the country – like Gary from our Chesser store in Edinburgh – are supporting World Cancer Day today.
It's a cause that's close to his heart as he lost his mum Linda to cancer a year ago. Linda was the Community Champion at the store and Gary took on her role after she died. Find out more here: http://bit.ly/2jLhjmp","February 4, 2017",142 Comments212 Shares,4K,asda
1186,Don't get yourself in a spin ... they're half price.,"February 3, 2017",220 Comments100 Shares470K Views,1.1K,asda
1187,Don't get yourself in a spin ... they're half price.,"February 3, 2017",220 Comments100 Shares470K Views,1.1K,asda
1188,"Our new Rugby Six Nations clothing range is out now – and to celebrate we're giving you the chance to win an official England Rugby shirt signed by the RBCS 6 Nations squad and four tickets to this autumn's match between England and Argentina.
To enter, comment below to tell us why you'd like to win then fill out the form here: http://bit.ly/2ksqUm6 25 runners up will receive a goody bag each. T&Cs apply, ends 18th March. Take a look at the range here: http://bit.ly/2ksaqdw","February 2, 2017",973 Comments471 Shares,4K,asda
1189,"Our new Rugby Six Nations clothing range is out now – and to celebrate we're giving you the chance to win an official England Rugby shirt signed by the RBCS 6 Nations squad and four tickets to this autumn's match between England and Argentina.
To enter, comment below to tell us why you'd like to win then fill out the form here: http://bit.ly/2ksqUm6 25 runners up will receive a goody bag each. T&Cs apply, ends 18th March. Take a look at the range here: http://bit.ly/2ksaqdw","February 2, 2017",973 Comments471 Shares,4K,asda
1190,Our February Good Living mag is in stores this week – featuring flipping awesome pancake recipes and romantic Valentine's Day gift ideas. #goodliving,"February 1, 2017",59 Comments22 Shares19K Views,187,asda
1191,Our February Good Living mag is in stores this week – featuring flipping awesome pancake recipes and romantic Valentine's Day gift ideas. #goodliving,"February 1, 2017",59 Comments22 Shares19K Views,187,asda
1192,"""Oh Asda, you've done it again ❤!!""
That's what Lauren said on Instagram when she posted this pic of our Cats on a Plate bedding. It's one of the fab new George Home bedding sets out now: http://bit.ly/1OZQJQT","January 31, 2017","5.2K Comments1,506 Shares",5.1K,asda
1193,"""Oh Asda, you've done it again ❤!!""
That's what Lauren said on Instagram when she posted this pic of our Cats on a Plate bedding. It's one of the fab new George Home bedding sets out now: http://bit.ly/1OZQJQT","January 31, 2017","5.2K Comments1,506 Shares",5.1K,asda
1194,"Student James has been a big fan of Asda lorries since he was a little boy – so he was delighted when our Warrington depot colleagues named one after him.
James has been a regular visitor to the depot for years – and he’s now on a work placement at our Runcorn store as part of a scheme to prepare young people with disabilities for the world of work. Read more: http://bit.ly/2kbkS9K","January 29, 2017",482 Comments533 Shares,13K,asda
1195,"Student James has been a big fan of Asda lorries since he was a little boy – so he was delighted when our Warrington depot colleagues named one after him.
James has been a regular visitor to the depot for years – and he’s now on a work placement at our Runcorn store as part of a scheme to prepare young people with disabilities for the world of work. Read more: http://bit.ly/2kbkS9K","January 29, 2017",482 Comments533 Shares,13K,asda
1196,"""Whoever makes these does a great job – it tasted amazing!!!""
That's what Charlotte on Instagram said about our Baker's Selection Cookie Pie. Pick one up for just £2.50: http://bit.ly/2kbbRNP","January 27, 2017",1K Comments253 Shares,3.5K,asda
1197,"""Whoever makes these does a great job – it tasted amazing!!!""
That's what Charlotte on Instagram said about our Baker's Selection Cookie Pie. Pick one up for just £2.50: http://bit.ly/2kbbRNP","January 27, 2017",1K Comments253 Shares,3.5K,asda
1198,"Support World Cancer Day – taking place on 4th February – and pick up a Unity band in Asda superstores now.
We've got three pink bands to choose from for a suggested donation of £2. The money raised will go to our Tickled Pink charities – Breast Cancer Care and Breast Cancer Now. #ActOfUnity","January 26, 2017",191 Comments646 Shares,5.4K,asda
1199,"Support World Cancer Day – taking place on 4th February – and pick up a Unity band in Asda superstores now.
We've got three pink bands to choose from for a suggested donation of £2. The money raised will go to our Tickled Pink charities – Breast Cancer Care and Breast Cancer Now. #ActOfUnity","January 26, 2017",191 Comments646 Shares,5.4K,asda
1200,"Here's something a bit different to try … making your own fortune cookies.
It's easier than you'd think and you can personalise them with spookily accurate messages for friends and family. Get the recipe here: http://bit.ly/2k6NEZ7","January 26, 2017",50 Comments16 Shares,96,asda
1201,"Here's something a bit different to try … making your own fortune cookies.
It's easier than you'd think and you can personalise them with spookily accurate messages for friends and family. Get the recipe here: http://bit.ly/2k6NEZ7","January 26, 2017",50 Comments16 Shares,96,asda
1202,Settle down for a big night in with an Asda Chinese Meal for 2 box – just £4.,"January 25, 2017",80 Comments43 Shares303K Views,804,asda
1203,Settle down for a big night in with an Asda Chinese Meal for 2 box – just £4.,"January 25, 2017",80 Comments43 Shares303K Views,804,asda
1204,"Fancy one of our new Fruit & Veg Juice Blends?
Lisa posted about them on Instagram and said ""they are sooo nice"". They're £1.50 in selected stores and online.","January 23, 2017",462 Comments199 Shares,1.9K,asda
1205,"Fancy one of our new Fruit & Veg Juice Blends?
Lisa posted about them on Instagram and said ""they are sooo nice"". They're £1.50 in selected stores and online.","January 23, 2017",462 Comments199 Shares,1.9K,asda
1206,"Here's the wonderful 102-year-old Jean enjoying her first visit to her local Asda in Larne after our colleague Catherine got to know her through a charity knitting group they both attend.
Jean told Catherine she'd love to come in to shop in the store … so Catherine arranged a VIP visit. Jean really enjoyed it and said: ""I would love to come back again!"" Read more: http://bit.ly/2kaqEZF","January 22, 2017",232 Comments224 Shares,5.8K,asda
1207,"Here's the wonderful 102-year-old Jean enjoying her first visit to her local Asda in Larne after our colleague Catherine got to know her through a charity knitting group they both attend.
Jean told Catherine she'd love to come in to shop in the store … so Catherine arranged a VIP visit. Jean really enjoyed it and said: ""I would love to come back again!"" Read more: http://bit.ly/2kaqEZF","January 22, 2017",232 Comments224 Shares,5.8K,asda
1208,"Our Extra Special sausages have scooped the top food prize in the Product of the Year Awards voted for by thousands of UK consumers.
You can pick up two 400g packs for £4 – and get a bit of inspiration from these delicious recipe ideas: http://bit.ly/2kal49x","January 21, 2017",101 Comments72 Shares,858,asda
1209,"Our Extra Special sausages have scooped the top food prize in the Product of the Year Awards voted for by thousands of UK consumers.
You can pick up two 400g packs for £4 – and get a bit of inspiration from these delicious recipe ideas: http://bit.ly/2kal49x","January 21, 2017",101 Comments72 Shares,858,asda
1210,"Student Lizzie posted this photo on Twitter and said: ""Lol when you accidentally buy one kilo of chillies instead of one chilli from Asda"".
She's been getting lots of suggestions on social media for what she and her friends could make with them. If you've got a recipe or tip for Lizzie leave a comment below. Read more: http://bit.ly/2kaepfH","January 20, 2017",381 Comments55 Shares,1.2K,asda
1211,"Student Lizzie posted this photo on Twitter and said: ""Lol when you accidentally buy one kilo of chillies instead of one chilli from Asda"".
She's been getting lots of suggestions on social media for what she and her friends could make with them. If you've got a recipe or tip for Lizzie leave a comment below. Read more: http://bit.ly/2kaepfH","January 20, 2017",381 Comments55 Shares,1.2K,asda
1212,"Our hugely popular wonky veg boxes have been named Product of the Year in the Healthy Food category, voted for by UK consumers.
The latest batch of boxes are due to arrive in selected stores today. The 5kg boxes are £3.50 each. Read more and see store list here: http://bit.ly/2iOjaGw","January 20, 2017",939 Comments713 Shares,5.9K,asda
1213,"Our hugely popular wonky veg boxes have been named Product of the Year in the Healthy Food category, voted for by UK consumers.
The latest batch of boxes are due to arrive in selected stores today. The 5kg boxes are £3.50 each. Read more and see store list here: http://bit.ly/2iOjaGw","January 20, 2017",939 Comments713 Shares,5.9K,asda
1214,"We’ve been getting behind the charity Dame Esther Rantzen set up to provide help, support and friendship to older people living on their own.
The Asda Foundation is helping to fund The Silver Line's Letter Friend scheme where volunteers exchange letters with people like Heather, who struggled with loneliness after her husband Ken died. Find out what a difference it makes: http://bit.ly/2iNExbb","January 19, 2017",99 Comments298 Shares,2.5K,asda
1215,"We’ve been getting behind the charity Dame Esther Rantzen set up to provide help, support and friendship to older people living on their own.
The Asda Foundation is helping to fund The Silver Line's Letter Friend scheme where volunteers exchange letters with people like Heather, who struggled with loneliness after her husband Ken died. Find out what a difference it makes: http://bit.ly/2iNExbb","January 19, 2017",99 Comments298 Shares,2.5K,asda
1216,"Nothing beats a family pizza night – Asda's 14"" Pizzas are only £3.50 at our in-store pizza counters.","January 18, 2017",147 Comments66 Shares404K Views,1K,asda
1217,"Nothing beats a family pizza night – Asda's 14"" Pizzas are only £3.50 at our in-store pizza counters.","January 18, 2017",147 Comments66 Shares404K Views,1K,asda
1218,"""A dog may be man's best friend... but Asda toy rubber rings are certainly this dog's best friend.""
That's what Rachel said when she shared this fantastic picture of Stitch and his toy on Twitter.","January 17, 2017",91 Comments55 Shares,2K,asda
