Date,Year,Brand,Post_Content,All_Responses,Comments,Shares,Views
2017-02-17 00:00:00,2017,ASDA,"Are you the person who’s always up late making something the night before? We’ve got loads of fab costumes at George that are perfect for World Book Day: http://bit.ly/2lqOn7M
Share pics of your little ones and their favourite character costumes.",1600,665,649,0
2017-02-15 00:00:00,2017,ASDA,Bacon! It's a BIG Deal.,347,96,32,321000
2017-02-15 00:00:00,2017,ASDA,"Happy eighth birthday to little Felicity, who was all smiles when her big sister Charlotte found our dairy free party cake at Asda Scunthorpe!
Felicity is lactose intolerant – and Charlotte said: ""This is the first time in years she's had a birthday cake in a box from a shop – like everyone else has."" They're available in chocolate or madeira for £8. http://bit.ly/2kSlr84",8700,1100,593,0
2017-02-14 00:00:00,2017,ASDA,"Happy Valentine’s Day to Frank and Ellen & David and Anna – both couples are celebrating 70 years of marriage this year!
They’re all regular customers at Asda Kirkcaldy – so our colleagues invited them in today to give them some flowers and chocolates.",5800,142,84,0
2017-02-14 00:00:00,2017,ASDA,"Here's some reet good news for proud Yorkshire men and women – this year you can pick up a Valentine's Day bouquet of white roses in our Yorkshire stores.
They're £5 for 16 stems. Tha'd be daft not to 😉",1900,168,231,0
2017-02-13 00:00:00,2017,ASDA,"We're hosting a 'traffic light' party on Valentine's Day at Asda Govan to help customers find love.
We'll be handing out coloured stickers on the door for shoppers who want to take part – go for green if you're looking for someone, red if you're taken, and amber if you're unsure. Find out more here: http://bit.ly/2lHmdCe",2300,1500,790,0
2017-02-13 00:00:00,2017,ASDA,"There’s no wrong way to celebrate Valentines’s…
Treat yourself to George Lingerie & Nightwear from £8. http://bit.ly/2jKeqlV",1100,103,131,363000
2017-02-12 00:00:00,2017,ASDA,"Jill and Pete made headlines when they got married in our York store – after meeting at the checkout where she works.
Pete says they'll be celebrating Valentine's Day just as much in love as when they first met 14 years ago and Jill says ""I love him to bits"". Read their story: http://bit.ly/2ls3Oxi",5500,226,128,0
2017-02-10 00:00:00,2017,ASDA,"Military veteran Chris Gillan has overcome a series of setbacks in his life to launch a social enterprise business that raises money for armed forces charities.
We've helped him create and launch Heroes Vodka which is now on sale in more than 300 of our stores – and 20% of profits go to army, navy and RAF charities. Read his incredible story here: http://bit.ly/2lrIhoq",4900,343,916,0
2017-02-10 00:00:00,2017,ASDA,"Share a pizza your heart with our new Pucker-up Pepperoni Pizza.
In the run up to Valentine's Day pick up a 14"" stonebaked pizza at our in-store pizza counters for just £3.50, or get a hot and ready to take away 16” pizza for £6 at one of our Express Diners. Selected stores only, available 9th-16th Feb: http://bit.ly/2lfWEfp",3000,424,172,0
2017-02-09 00:00:00,2017,ASDA,"Our St Leonards-on-Sea colleagues Wendy and Paula, who've been close friends since the store opened six years ago, are getting ready to celebrate Galentine's Day.
Tell us what makes your best friend extra special for a chance to win £50 to give them a little treat on 13th February – a day for celebrating friendship. Leave a comment below and enter your details here: http://bit.ly/2k6FKL9. T&Cs apply, ends 9am 10th Feb.",3900,947,209,0
2017-02-07 00:00:00,2017,ASDA,"Do you keep your ketchup in the fridge or the cupboard?
A debate has been raging on social media about where ketchup 'belongs' so colleagues in our Clapham store have joined in – they're stocking it in fridges and on shelves to see which customers prefer.",2000,2600,251,0
2017-02-07 00:00:00,2017,ASDA,Share more love this Valentine’s Day with Asda: http://bit.ly/2jUzXs5,245,21,55,31000
2017-02-06 00:00:00,2017,ASDA,"Asda customer Sinéad tweeted this pic after she spotted Domino's stocking up on our £1 potato wedges at our Greenhithe store.
Wonder if they know that our 14"" Create Your Own pizzas are just £3.50 too. 😉🍕",29000,3300,5044,0
2017-02-05 00:00:00,2017,ASDA,"Raaahh!
Three-year-old Ollie loves his new Dragon Onesie from George. His mum Stephanie shared these great pics on Instagram and said ""he's had so much fun with it"". Pick one up here: http://bit.ly/2kwJGIV",3600,520,235,0
2017-02-04 00:00:00,2017,ASDA,"Our colleagues across the country – like Gary from our Chesser store in Edinburgh – are supporting World Cancer Day today.
It's a cause that's close to his heart as he lost his mum Linda to cancer a year ago. Linda was the Community Champion at the store and Gary took on her role after she died. Find out more here: http://bit.ly/2jLhjmp",4000,142,212,0
2017-02-03 00:00:00,2017,ASDA,Don't get yourself in a spin ... they're half price.,1100,220,100,470000
2017-02-02 00:00:00,2017,ASDA,"Our new Rugby Six Nations clothing range is out now – and to celebrate we're giving you the chance to win an official England Rugby shirt signed by the RBCS 6 Nations squad and four tickets to this autumn's match between England and Argentina.
To enter, comment below to tell us why you'd like to win then fill out the form here: http://bit.ly/2ksqUm6 25 runners up will receive a goody bag each. T&Cs apply, ends 18th March. Take a look at the range here: http://bit.ly/2ksaqdw",4000,973,471,0
2017-02-01 00:00:00,2017,ASDA,Our February Good Living mag is in stores this week – featuring flipping awesome pancake recipes and romantic Valentine's Day gift ideas. #goodliving,187,59,22,19000
2017-01-31 00:00:00,2017,ASDA,"""Oh Asda, you've done it again ❤!!""
That's what Lauren said on Instagram when she posted this pic of our Cats on a Plate bedding. It's one of the fab new George Home bedding sets out now: http://bit.ly/1OZQJQT",5100,5200,1506,0
2017-01-29 00:00:00,2017,ASDA,"Student James has been a big fan of Asda lorries since he was a little boy – so he was delighted when our Warrington depot colleagues named one after him.
James has been a regular visitor to the depot for years – and he’s now on a work placement at our Runcorn store as part of a scheme to prepare young people with disabilities for the world of work. Read more: http://bit.ly/2kbkS9K",13000,482,533,0
2017-01-27 00:00:00,2017,ASDA,"""Whoever makes these does a great job – it tasted amazing!!!""
That's what Charlotte on Instagram said about our Baker's Selection Cookie Pie. Pick one up for just £2.50: http://bit.ly/2kbbRNP",3500,1000,253,0
2017-01-26 00:00:00,2017,ASDA,"Support World Cancer Day – taking place on 4th February – and pick up a Unity band in Asda superstores now.
We've got three pink bands to choose from for a suggested donation of £2. The money raised will go to our Tickled Pink charities – Breast Cancer Care and Breast Cancer Now. #ActOfUnity",5400,191,646,0
2017-01-26 00:00:00,2017,ASDA,"Here's something a bit different to try … making your own fortune cookies.
It's easier than you'd think and you can personalise them with spookily accurate messages for friends and family. Get the recipe here: http://bit.ly/2k6NEZ7",96,50,16,0
2017-01-25 00:00:00,2017,ASDA,Settle down for a big night in with an Asda Chinese Meal for 2 box – just £4.,804,80,43,303000
2017-01-23 00:00:00,2017,ASDA,"Fancy one of our new Fruit & Veg Juice Blends?
Lisa posted about them on Instagram and said ""they are sooo nice"". They're £1.50 in selected stores and online.",1900,462,199,0
2017-01-22 00:00:00,2017,ASDA,"Here's the wonderful 102-year-old Jean enjoying her first visit to her local Asda in Larne after our colleague Catherine got to know her through a charity knitting group they both attend.
Jean told Catherine she'd love to come in to shop in the store … so Catherine arranged a VIP visit. Jean really enjoyed it and said: ""I would love to come back again!"" Read more: http://bit.ly/2kaqEZF",5800,232,224,0
2017-01-21 00:00:00,2017,ASDA,"Our Extra Special sausages have scooped the top food prize in the Product of the Year Awards voted for by thousands of UK consumers.
You can pick up two 400g packs for £4 – and get a bit of inspiration from these delicious recipe ideas: http://bit.ly/2kal49x",858,101,72,0
2017-01-20 00:00:00,2017,ASDA,"Student Lizzie posted this photo on Twitter and said: ""Lol when you accidentally buy one kilo of chillies instead of one chilli from Asda"".
She's been getting lots of suggestions on social media for what she and her friends could make with them. If you've got a recipe or tip for Lizzie leave a comment below. Read more: http://bit.ly/2kaepfH",1200,381,55,0
2017-01-20 00:00:00,2017,ASDA,"Our hugely popular wonky veg boxes have been named Product of the Year in the Healthy Food category, voted for by UK consumers.
The latest batch of boxes are due to arrive in selected stores today. The 5kg boxes are £3.50 each. Read more and see store list here: http://bit.ly/2iOjaGw",5900,939,713,0
2017-01-19 00:00:00,2017,ASDA,"We’ve been getting behind the charity Dame Esther Rantzen set up to provide help, support and friendship to older people living on their own.
The Asda Foundation is helping to fund The Silver Line's Letter Friend scheme where volunteers exchange letters with people like Heather, who struggled with loneliness after her husband Ken died. Find out what a difference it makes: http://bit.ly/2iNExbb",2500,99,298,0
2017-01-18 00:00:00,2017,ASDA,"Nothing beats a family pizza night – Asda's 14"" Pizzas are only £3.50 at our in-store pizza counters.",1000,147,66,404000
2017-01-17 00:00:00,2017,ASDA,"""A dog may be man's best friend... but Asda toy rubber rings are certainly this dog's best friend.""
That's what Rachel said when she shared this fantastic picture of Stitch and his toy on Twitter.",2000,91,55,0
2017-01-16 00:00:00,2017,ASDA,Looking after your little ones just got easier. Find great offers on loads of essentials in our Baby & Toddler Event. Ends 5th Feb.,1600,670,419,0
2017-01-15 00:00:00,2017,ASDA,"Asda customer Kathryn contacted us on social media to tell us how wonderful our Peterborough colleague Jo is.
Jo stopped to help when she spotted Kathryn's car had crashed off a frozen country road. Kathryn said: ""She was like an angel. She was brilliant and so reassuring."" Read more: http://bit.ly/2jfosPP",1900,121,55,0
2017-01-14 00:00:00,2017,ASDA,Check out some of the new recipes on our Good Living site – like these tasty beef koftas with couscous and tortilla: http://bit.ly/1nnh6Ii #goodliving,118,25,19,0
2017-01-13 00:00:00,2017,ASDA,"Asda customer Penelope has posted a lovely message on Facebook thanking our Middlesbrough colleague Wendy for the way she calmed her little boy Junior when he was throwing a tantrum.
Penelope said: ""She was so good with him – she was just lovely. It genuinely meant the world to me to be given just a little helping hand."" Read her full message here: http://bit.ly/2jELP1E",10000,320,301,0
2017-01-11 00:00:00,2017,ASDA,"Look how much sisters Sophie and Grace love our fantastic four-way Disney Princess Nightdress.
Mum Tracy said they're huge Disney fans and ""it's like having four nightdresses for the price of one!"". They're £8 for 2-3 years and £9 for older sizes in selected stores and from George online: http://bit.ly/2j85R85",9200,4100,1218,0
2017-01-10 00:00:00,2017,ASDA,"Fancy tucking into these Thai-Spiced Tuna and Sweet Potato Fishcakes?
Bridget gave our recipe a go and tweeted: ""One word, yum""! It's just one of the recipes in our new January Good Living mag: http://bit.ly/2j4igK9",952,126,152,0
2017-01-09 00:00:00,2017,ASDA,Our January Good Living mag is in stores now – with lots of yummy recipe ideas that are low on price but big on taste. #goodliving,235,71,26,46000
2017-01-08 00:00:00,2017,ASDA,"Know someone who's looking for a place on one of the UK's top retail graduate programmes?
This year we're taking on more graduates than ever before. The application deadline for our 2017 programme is 29th January – click here to find out more: http://bit.ly/2jbUOXZ",1200,466,437,0
2017-01-07 00:00:00,2017,ASDA,"Food blogger and mum-of-four Michelle shops at Asda every week and shares tasty and thrifty meal ideas with thousands of her regular readers.
She's come up with a great family meal plan for saving money and eating well after the festive season – find out more here: http://bit.ly/2jbx4TA",2700,126,177,0
2017-01-05 00:00:00,2017,ASDA,Time to stock up this January. Get your cupboard favourites for only 50p each.,1400,211,221,635000
2017-01-03 00:00:00,2017,ASDA,"Looking for some lighter recipe inspiration?
This Cajun–style cod with sweet potato wedges is just one of the tasty, quick Good Living ideas to try this January: http://bit.ly/2j12Hzj",926,60,56,0
2017-01-01 00:00:00,2017,ASDA,"Happy New Year – and good luck in 2017 to all the grassroots sports clubs our stores support in their local communities!
In the past year the Asda Foundation has given grants to 180 clubs like the Cumbria Wheelchair Sports Club basketball team, CWSC Panthers, to buy new kit and equipment. Niki from our Carlisle store is one of our Community Champions who are big supporters of their local clubs. Read more: http://bit.ly/2iMqX8a",4200,83,107,0
2016-12-30 00:00:00,2016,ASDA,"Our George Home products like this fab Catsronaughts bedding have got lots of people talking on social media this year.
Check out the Up To Half Price George Sale in store and online now: http://bit.ly/1Sya5R0",7200,2500,1030,0
2016-12-28 00:00:00,2016,ASDA,"Thank you to Asda customer Stephanie for posting on Facebook to say how much she appreciates one of our colleagues at our Adel store in Leeds.
Stephanie said Jaya is ""so kind, caring and helpful"" to her little boy CJ and his face lights up when he sees her. Here's the two of them outside the store. Read more: http://bit.ly/2ihiw8k",5200,148,79,0
2016-12-26 00:00:00,2016,ASDA,"Thinking about a new TV for the new year?
This fab Polaroid 50"" Ultra HD (4k) with Freeview HD has gone into selected stores today for £289. Available while stocks last.",982,229,111,0
2016-12-24 00:00:00,2016,ASDA,"It's the night before Christmas... Yorkshire style!
Poet Ben Taylor came up with the idea of doing a Yorkshire version of the famous Christmas Eve poem when he was doing his Christmas shop in Asda. Many thanks to Yorkshire Prose!",5400,659,3003,462000
2016-12-23 00:00:00,2016,ASDA,"We're very proud of our Coatbridge colleagues Sandra and Ann who will be spending Christmas Day at a local soup kitchen cooking and serving a full festive meal for people in need.
Community Champion Ann and People Manager Sandra will be joined by Ann's husband Barrie and son Ben. Ann said: ""Life's not about taking, it's about what you give back. That’s why we do it."" Read more: http://bit.ly/2i22L56",13000,511,301,0
2016-12-23 00:00:00,2016,ASDA,"If you love a bit of smoked salmon at Christmas, check out these recipe ideas from our Good Living team: http://bit.ly/2i1x2kg
Our award-winning Extra Special Smoked Salmon is now smoked for longer in traditional brick kilns – and we've got some tasty new flavours to try.",1200,79,61,0
2016-12-22 00:00:00,2016,ASDA,"This Christmas we're celebrating the Hidden Heroes like Dave who do so much to bring their local communities together and improve people's quality of life.
Louise from our Breck Road store in Liverpool presented Dave with his award at a big community Christmas party he organised with the help of funding from the Asda Foundation. Find out about more of our Asda Hidden Heroes: http://bit.ly/2hvI7qq",1000,48,49,387000
2016-12-22 00:00:00,2016,ASDA,"Michelle from our Bury St Edmunds store presented an Asda Hidden Hero award to 80-year-old Ernie Broom to recognise all the tireless work he does for the local community.
In the 16 years since his wife passed away, Ernie has devoted himself to helping others – including setting up a thriving club for over 60s who had their Christmas party this week. Read more: http://bit.ly/2hcKBxO",2800,98,64,0
2016-12-21 00:00:00,2016,ASDA,"Our community colleagues at Asda stores across the country have been working with hundreds of local groups to look after people who are lonely, vulnerable or in need in the run-up to Christmas.
And our head office in Leeds is getting involved too – colleagues including Asda chef Mark Richmond and our CEO Sean Clarke spent a morning in the Asda kitchen preparing 400 meals to be distributed to homeless people over the next few days. Read about what we’ve been doing to help Leeds Homeless Partnership: http://bit.ly/2hs4kWs",2900,189,226,0
2016-12-20 00:00:00,2016,ASDA,"From the farm to your festive table – a sprout's eye view...
In the biggest week of the year for the Brussels sprout you can pick up a 500g bag at Asda for just 20p.",594,142,132,154000
2016-12-19 00:00:00,2016,ASDA,"Robert and Barbara from our Antrim store presented ""true inspiration"" Betty with an Asda Hidden Hero award to thank her for all the fantastic work she does to raise money for cancer charities and arrange local activities for older people.
Betty says: ""I will do anything to help others – my granny said I was put on this world to help people."" Find out more about her and the other Hidden Heroes we're celebrating this Christmas across the UK: http://bit.ly/2i2Tfe7",1400,58,44,0
2016-12-19 00:00:00,2016,ASDA,"Christmas dinner just got better. We’ve peeled back the prices on our festive veg - pick up your carrots, parsnips, sprouts and broccoli for an INCREDIBLE 20p per pack.",6500,923,1091,0
2016-12-18 00:00:00,2016,ASDA,"Isobel Banks is one of the 150 wonderful volunteers who dedicate their time and effort to making life better for older people in South Lanarkshire.
Elizabeth Arbuckle, the Community Champion at our Toryglen store, used a £1,000 grant from the Asda Foundation to throw a Christmas party to say thank you to all the Hidden Heroes who volunteer with the Lightburn Elderly Association Project. Find out more: http://bit.ly/2h98rXi",6800,111,126,0
2016-12-17 00:00:00,2016,ASDA,"Jo from our Pwllheli store presented much-deserved Asda Hidden Heroes awards to brothers Cian and Danial – who she says are truly inspirational, lovely boys who have raised lots of money for charities close to their hearts.
Their mum Donna has incurable cancer – and the boys have done everything from busking on their doorstep to selling their toys to raise funds. Read their story and find out why Donna and Jo are so proud of them: http://bit.ly/2h95qpF",11000,509,356,0
2016-12-16 00:00:00,2016,ASDA,"Our popular Smash Cake is back – this time in the shape of a Christmas pud!
Smash the milk chocolate dome to reveal milk chocolate malt balls and gold star sugar sprinkles. Check out some of our other fab festive alternative desserts: http://bit.ly/2h93bD4",4900,448,326,0
2016-12-16 00:00:00,2016,ASDA,"Cherella is one of the Hidden Heroes who make a big difference in their local communities – when she realised how many elderly people living near her were very lonely she went out and set up a group to bring them together every week.
Dot, the Community Champion at our Radcliffe store, presented Cherella with an Asda Hidden Hero Award when she went along to help out at her Friendly Faces group's first Christmas party: http://bit.ly/2gNH7l6",1400,70,52,0
2016-12-16 00:00:00,2016,ASDA,"A kind-hearted customer at our Dundee Milton store has gone to the trouble of knitting a lovely set of baby hats and scarves and popping them into a trolley where we're collecting Christmas gifts for disadvantaged local children.
The store's Community Champion Yvanne found them and said: ""I don't know who donated them but they're perfect ... for someone to spend the time to hand-knit these for someone else left me overwhelmed."" Thank you to the anonymous Hidden Hero! Read more: http://bit.ly/2gRLFqV",5400,182,210,0
2016-12-16 00:00:00,2016,ASDA,Everything you need for an Extra Special Christmas ... from the Quality Food Retailer of the Year 2016.,521,56,29,0
2016-12-15 00:00:00,2016,ASDA,"Give your guests the royal treatment with our award-winning Christmas food. We've been crowned Quality Food Retailer of the Year and scooped lots of awards for our turkeys, seafood, wine and cheese.
Cater with confidence for any unexpected guests… keep your eyes peeled until the end!",11000,580,3888,1400000
2016-12-15 00:00:00,2016,ASDA,"Asda colleague Maria will be joining other volunteers on Christmas Day to make sure homeless people in Brighton get a proper festive meal and warm clothing.
Maria, Community Champion at our Brighton Hollingbury store, has been busy packing up hampers of food and clothing for the day with the help of a £1,000 grant from the Asda Foundation. Read more: http://bit.ly/2h0YnPM",5200,218,247,0
2016-12-14 00:00:00,2016,ASDA,"We had a very special visitor at one of our Scottish stores this week...
Santa swapped his traditional red suit for a tartan version made from our George Home bedding!",5700,145,189,0
2016-12-14 00:00:00,2016,ASDA,No need to cross galaxies to make your Star Wars fan happy this Christmas.,1800,208,456,564000
2016-12-13 00:00:00,2016,ASDA,"Asda Boston's Community Champion Stephen has been getting behind a fantastic lunch club for elderly, lonely and vulnerable people in the Lincolnshire village of Old Leake.
He secured Asda Foundation funding to help refurbish the local community centre kitchen and get everyone together for their first Christmas party, which was a great success. Find out more: http://bit.ly/2gWfqmj",4400,146,131,0
2016-12-12 00:00:00,2016,ASDA,"We think 98-year-old Beatrice and her daughter Mal are real hidden heroes who go out of their way to help others in their local community.
Asda Worcester Community Champion John presented them with a festive hamper as a thank you for all their hard work – and a bingo machine for the club they run at Brickfields Community Centre. Find out more: http://bit.ly/2hpVZDy",1900,63,56,0
2016-12-11 00:00:00,2016,ASDA,"We’re getting lots of great feedback about our festive Free From food – and we’re giving you the chance to win £50 to spend on the range.
Simply tell us what your favourite Asda Free From product is and why, then fill in the form here – http://bit.ly/2gtahV3 – for the chance to win. T&Cs apply, ends 14th Dec.",3100,846,271,0
2016-12-11 00:00:00,2016,ASDA,"Meet Olive – the amazing 90-year-old Asda customer who does the shopping for “elderly” friends and neighbours who can’t shop for themselves.
She’s one of the Hidden Heroes we’re celebrating at Asda in the run-up to Christmas. Olive’s a regular visitor to our Wheatley store in Oxfordshire, calling in several times a week to pick up things for people who can’t get to the shops. Find out more: http://bit.ly/2gsLNv8",23000,1100,789,0
2016-12-10 00:00:00,2016,ASDA,"Our new Extra Special Macaron Selection has won the BBC Good Food Christmas Taste Award for the best Sweet Bites.
The judges said they were “crisp on the outside and deliciously chewy within” and that they “couldn’t believe” they came from the freezer. Get a pack of 12 now for £3: http://bit.ly/2fOCMbU",1800,201,110,0
2016-12-10 00:00:00,2016,ASDA,"We've scooped an incredible 84 awards in the prestigious International Wine Challenge 2017.
Winners included our Extra Special Barossa Chardonnay, Extra Special Yarra Valley Pinot Noir and Pierre Darcys Champagne Rose. Look out for them in store now.",2000,45,91,0
2016-12-09 00:00:00,2016,ASDA,"Checkout colleague Clara is one of our Hidden Heroes at Asda – she's on her fourth battle with cancer but goes out of her way to make customers smile.
Clara, who works at our Taunton store, said: ""If I can send them away feeling happy that makes my day and keeps me coming back for the next one."" http://bit.ly/2gsB17P",5600,200,159,0
2016-12-09 00:00:00,2016,ASDA,You know who's watching... and it's not just mum. We’ve got hundreds of toys worth behaving for at Asda this Christmas: http://bit.ly/2g6nFL8,6800,761,1425,1400000
2016-12-06 00:00:00,2016,ASDA,"Mind the gap! Asda Innovation Chef Mark has come up with a clever way to make sure our mince pies really are filled to the brim.
And it hasn't gone unnoticed – our Extra Special mince pies have been praised in top Christmas food awards. Find out more: http://bit.ly/2g71S62",2200,166,75,0
2016-12-05 00:00:00,2016,ASDA,"Two of our Asda community elves pulled out all the stops to put on a fantastic Christmas party for more than a hundred pensioners in Tyneside.
Mavis from Asda South Shields and Tracey from our Boldon store teamed up for the event at the Charles Young Centre – which is thriving after being refurbished with the help of the Asda Foundation. Find out more: http://bit.ly/2g2QM2b",3400,97,91,0
2016-12-04 00:00:00,2016,ASDA,"We love seeing our customers sharing photos of their favourite Asda and George Christmas products on social media.
Share a photo of your own festive favourite or tell us about it for a chance to win £100 to spend on our Christmas range. Leave a comment below and fill in the form here: http://bit.ly/2g07KBs T&Cs apply, ends 8th Dec.",5700,597,141,0
2016-12-04 00:00:00,2016,ASDA,"Starting to put together your Christmas food plans?
As you can see from the photos, our festive food team has really pulled out the stops this year! Find out more: http://bit.ly/2fSYZWm",2000,163,129,0
2016-12-03 00:00:00,2016,ASDA,"Know a little one who'd love to create this fab Free From Gingerbread House?
It's gluten and dairy free and super fun to make – get the kit for £4: http://bit.ly/2g7ubCK",3000,192,182,0
2016-12-02 00:00:00,2016,ASDA,"Our wonderful army of Asda Elves will be out and about in the run-up to Christmas celebrating the ""hidden heroes"" who make a big difference in their local communities.
Five of the elves from our Liverpool stores – better known as our Community Champions – are supporting the work of local groups who help people who are less fortunate, homeless or lonely at this time of the year. Find out more about what they and the rest of our community elves are going to be up to: http://bit.ly/2fT9kBN",4700,115,107,0
2016-11-30 00:00:00,2016,ASDA,"Colleagues at our Barrow store invited 75 elderly residents from local care homes in for a special Christmas event – including the chance to shop for gifts with the help of local schoolchildren.
Douglas, who's 81, said: ""I've been really looking forward to this – it's all about the community coming together. Martha, Hannah and Jessica were lovely"". Find out more: http://bit.ly/2fRfKVo",8500,318,361,0
2016-11-29 00:00:00,2016,ASDA,"Our polar bear mug's been getting lots of love on social media 😀
Thanks to Asda customer Sian for sharing this photo on Instagram. You can pick one up in selected stores for £3 now.",6800,926,326,0
2016-11-28 00:00:00,2016,ASDA,"This Christmas we're looking for the Hidden Heroes who make a big difference to people's lives in local communities – like Michael who cooks hot meals for people who rely on the Carlisle Foodbank.
Michael turned to the foodbank when things went wrong in his life – and says ""When I got back on my feet, I decided to give something back."" Find out about the work Michael and our Carlisle store's Community Champion Niki do for the foodbank – and tell us about your own Hidden Hero: http://bit.ly/2fEOhmh",4400,188,209,0
2016-11-28 00:00:00,2016,ASDA,"""Whoever sat down at Asda and said 'we should turn baked goods into milkshakes' I want to marry them"".
That's what Jaycee said on Twitter about our Blueberry Muffin and Caramel Shortcake Flavoured Milk – we've passed her message back to the team. 😉 Look out for our new Chocolate Mint flavour too!",4100,904,305,0
2016-11-27 00:00:00,2016,ASDA,"""Christmas tree shaped crumpets, what's not to love?""
That's what Asda customer Heather said on Instagram when she spotted our festive crumpets. Pick up a pack of six for £1: http://bit.ly/2fvLKLe",11000,1800,823,0
2016-11-26 00:00:00,2016,ASDA,Spot the difference! Alfie tweeted to say our Mrs Claus Gnome looks just like his nan Pat ... so we invited them in to our Basildon store to present her with her lookalike. Read more: http://bit.ly/2fvVepP,11000,332,303,0
2016-11-24 00:00:00,2016,ASDA,"Starting to get that Friday feeling?
Relax ... we've got great prices on toys every day. #MannequinChallenge",4500,215,485,739000
2016-11-23 00:00:00,2016,ASDA,"We’ve been getting loads of questions about whether we’re doing Black Friday – so here's the response from our colleagues in the Asda Press Office team. #MannequinChallenge
Find out more: http://bit.ly/2gfJp7Z",17000,1200,3158,1500000
2016-11-21 00:00:00,2016,ASDA,"Know someone who'd love to give one of our giant Christmas gnomes a ho-ho-home?
Santa Claus Gnome, Mrs Claus Gnome and Light up Santa Gnome are in stores now – and lots of people have been sharing pictures of them on social media: http://bit.ly/2fumQ2d",6100,1700,1580,0
2016-11-20 00:00:00,2016,ASDA,"Little Noah loves his dad's bearded Santa hat!
Thanks to mum Victoria for sharing this fab photo on Instagram. Pick one up for £6: http://bit.ly/2fDawwt",17000,419,447,0
2016-11-19 00:00:00,2016,ASDA,"Happy birthday to Kath – one of our regular customers at our Benton store in Newcastle – who's 92 today. 🎂
Kath came along to the store for a special afternoon tea party for over 75s who live on their own. It was organised by our Community Champion Mel and the charity Contact the Elderly. Find out more: http://bit.ly/2fD7Krf",16000,782,310,0
2016-11-18 00:00:00,2016,ASDA,A big thank you to all of our customers and colleagues who've helped us raise a fantastic £2 million for this year's BBC Children in Need appeal!,7800,285,167,0
2016-11-18 00:00:00,2016,ASDA,"Thanks to all of our Facebook fans who suggested names for our new festive chocolate hippo ... the overwhelming favourite was Holly!
Holly Hippo is now available online and in selected stores along with Mr Cool the Polar Bear, Christmas Cheeky Monkey and Chocolate Santa. http://bit.ly/2fM0qY1",5700,338,283,0
2016-11-16 00:00:00,2016,ASDA,"You can support BBC Children in Need by picking up a pizza at Asda this week.
A 50p donation will go to BBC Children in Need whenever you buy one of our 14"" Pepperoni or Cheese Meltdown pizzas between now and Sunday. The pizzas are £3.50 each.",5900,404,549,0
2016-11-16 00:00:00,2016,ASDA,There's no such thing as too much when it comes to Christmas jumpers…,25000,1300,2536,4200000
2016-11-14 00:00:00,2016,ASDA,"Here's some good news for motorists – we're cutting the price of fuel by up to 3p a litre.
From tomorrow you'll pay no more than 110.7p for a litre of unleaded and 112.7p per litre of diesel at any of our filling stations: http://bit.ly/2fr4X4b",8900,834,2179,0
2016-11-13 00:00:00,2016,ASDA,"We know our customers like to buy products that make a difference – so we're backing a new craft lager that donates 100% of its profits to clean water projects around the world.
Brewgooder is now available in more than 200 of our stores nationwide after its founders came along to our Social Enterprise Supplier Academy to develop their launch plan: http://bit.ly/2fqMx1g",7800,301,755,0
2016-11-12 00:00:00,2016,ASDA,"If you're shopping this weekend look out for our fantastic range of products supporting the BBC Children in Need appeal.
This year's Pudsey range includes a Virtual Reality Viewer for smartphones, light-up headbands, babygrows and fun clothing like this fab onesie worn by TOWIE's Danielle Armstrong.",4200,290,201,0
2016-11-11 00:00:00,2016,ASDA,"Thank you to the thousands of Asda Facebook fans who shared our colleague Stacie's appeal to find the owner of a cherished wartime love letter she found in our Leigh store's lost property.
The great news is that the daughters of Harry and Dorothy Hughes spotted the appeal – and travelled to the store to thank Stacie and get the precious letter back. Find out about Harry and Dorothy's remarkable love story here: http://bit.ly/2frkKhc",11000,394,459,0
2016-11-11 00:00:00,2016,ASDA,"We've got everybody’s favourite tipple covered this Christmas, with a range of 1 litre spirits at only £15.",1500,115,112,934000
2016-11-11 00:00:00,2016,ASDA,"We've been judged number one for food quality at the prestigious Q Awards – winning the title Retailer of the Year!
The judges said they were ""hugely impressed"" by the creativity and high quality of Asda's products across all the categories in the 2016 Quality Food Awards. Find out about all the awards we won last night: http://bit.ly/2fq61De",2500,225,154,0
2016-11-11 00:00:00,2016,ASDA,Santa’s going to make some serious savings this Christmas – we've rolled the prices back on hundreds of must-have toys.,1100,123,146,625000
2016-11-10 00:00:00,2016,ASDA,"If your kids are badgering you for a trampoline this Christmas there’s no need to 'Buster' the bank. 😉
Our 10ft Sportspower Trampoline is £94: http://bit.ly/2fnYlkE",6600,1600,1241,0
2016-11-10 00:00:00,2016,ASDA,"It’s simply not Christmas without a tub of Quality Street. At this price, you’ll run out of places to put them! Quality Street – £4.",1500,180,116,704000
2016-11-09 00:00:00,2016,ASDA,"Support BBC Children in Need and pick up a limited edition Pudsey Virtual Reality Viewer at Asda for £4.
Pop in your smartphone and you’ll be able to watch a range of fun immersive clips from BBC stars and shows. Peter Andre explains how it works here: http://bit.ly/2fCCJEe",7600,124,369,0
